uid,domainID,siteID,namedLocation,collectDate,analyte,analyteConcentration,analyteUnits,sampleCondition,date,sensor_position,median_fDOM,sd_fDOM,se_fDOM
af4a6f93-49fa-4fe1-95eb-8bd729faf8bf,D04,CUPE,CUPE.AOS.S2,2019-09-23T12:41:00Z,DOC,1.561,milligramsPerLiter,OK,2019-09-23,102.1,21.77,0.9023188257912751,6.266102956883854e-4
83482a2f-fcd6-4962-8b9a-4205c783f0c9,D04,CUPE,CUPE.AOS.S2,2019-10-01T11:43:00Z,DOC,1.813,milligramsPerLiter,OK,2019-10-01,NA,NA,NA,NA
0cfbe35c-3704-49d9-9093-4c9e657e23d9,D04,CUPE,CUPE.AOS.S2,2019-10-07T11:28:00Z,DOC,1.23,milligramsPerLiter,OK,2019-10-07,102.1,15.08,0.49618388633741345,0.001968983675942117
babe5fb4-a559-470b-b54a-94440425db42,D04,CUPE,CUPE.AOS.S2,2019-10-16T12:00:00Z,DOC,1.978,milligramsPerLiter,OK,2019-10-16,NA,NA,NA,NA
65e1a395-816b-4c8e-9116-0cb9e1740a3f,D04,CUPE,CUPE.AOS.S2,2019-10-28T11:40:00Z,DOC,1.573,milligramsPerLiter,OK,2019-10-28,NA,NA,NA,NA
d8d46571-616c-4a25-8f19-44049a1358e8,D04,CUPE,CUPE.AOS.S2,2019-11-05T11:34:00Z,DOC,1.933,milligramsPerLiter,OK,2019-11-05,NA,NA,NA,NA
b747ce64-20b8-4ff8-8a9b-5580c67694ad,D04,CUPE,CUPE.AOS.S2,2019-11-11T11:41:00Z,DOC,0.7329,milligramsPerLiter,OK,2019-11-11,NA,NA,NA,NA
3fc69a66-6918-41d3-bddd-f2590922cdcf,D04,CUPE,CUPE.AOS.S2,2019-12-03T10:51:00Z,DOC,1.065,milligramsPerLiter,OK,2019-12-03,NA,NA,NA,NA
47163126-791f-4eab-bf76-7bfa2e05ad80,D04,CUPE,CUPE.AOS.S2,2019-12-10T11:13:00Z,DOC,1.204,milligramsPerLiter,OK,2019-12-10,102.1,3.7,0.5847665788064713,0.0010117068837482202
41bc1919-c69d-4a6e-894b-5bf2f275918c,D04,CUPE,CUPE.AOS.S2,2020-06-22T12:49:00Z,DOC,0.9307,milligramsPerLiter,OK,2020-06-22,NA,NA,NA,NA
